id,category,urgency_level,urgency_score,text_description,image_description,issue_type,location_type,timestamp
road_problems_MEDIUM_1699,road_problems,MEDIUM,4,I'm sick of there's a potholes highway that needs attention. it's concerning and should be fixed soon. getting worse. starting to getting media attention. visible from the road.,Photo of potholes showing visible but manageable problem highway. Photo taken afternoon lighting with after rain. Close-up detail visible.,potholes,highway,2025-08-27 06:10:09.934596
road_problems_MEDIUM_7887,road_problems,MEDIUM,7,There's a road collapse side road that needs attention. It's issue and should be fixed few days. Getting worse. Starting to getting media attention. Close to residential homes.,Photo of road collapse showing visible but manageable problem side road. Photo taken in the evening with after rain. Good image quality.,road collapse,side road,2025-09-12 06:10:09.934596
road_problems_MEDIUM_2964,road_problems,MEDIUM,7,Problem: road collapse bridge. This is problematic and requires resolution. Getting worse. Starting to affecting traffic. Close to residential homes.,Photo of road collapse showing moderate damage bridge. Photo taken in the evening with clear weather. Clear visibility.,road collapse,bridge,2025-08-31 06:10:09.934596
road_problems_MEDIUM_1948,road_problems,MEDIUM,5,Problem: waterlogging highway. This is concerning and requires resolution. Noticed last week. Starting to affecting traffic. Near the main entrance.,Photo of waterlogging showing moderate damage highway. Photo taken during daytime with after rain. Multiple angles shown.,waterlogging,highway,2025-08-27 06:10:09.935596
road_problems_MEDIUM_4781,road_problems,MEDIUM,6,Problem: potholes side road. This is troublesome and requires resolution. Noticed last week. Starting to getting media attention. Close to residential homes.,Photo of potholes showing visible but manageable problem side road. Photo taken during daytime with sunny conditions. Good image quality.,potholes,side road,2025-09-10 06:10:09.935596
road_problems_MEDIUM_7047,road_problems,MEDIUM,5,"Issue with cracks highway. While not critical, it needs proper attention when possible. Getting worse. Starting to people complaining. Visible from the road.",Photo of cracks showing some inconvenience to traffic highway. Photo taken during daytime with sunny conditions. Multiple angles shown.,cracks,highway,2025-09-14 06:10:09.935596
road_problems_MEDIUM_6469,road_problems,MEDIUM,6,Problem: broken roads intersection. This is concerning and requires resolution. Getting worse. Starting to people complaining. Close to residential homes.,Photo of broken roads showing moderate damage intersection. Photo taken in the evening with sunny conditions. Clear visibility.,broken roads,intersection,2025-09-07 06:10:09.935596
road_problems_MEDIUM_5288,road_problems,MEDIUM,4,"I would like to report issue with broken roads bridge. while not critical, it needs proper attention this week. been like this for a few days. starting to people complaining. near the main entrance.",Photo of broken roads showing visible but manageable problem bridge. Photo taken afternoon lighting with after rain. Good image quality.,broken roads,bridge,2025-09-24 06:10:09.935596
road_problems_MEDIUM_5020,road_problems,MEDIUM,7,There's a waterlogging bridge that needs attention. It's needs attention and should be fixed few days. Getting worse. Starting to affecting traffic. In a busy area.,Photo of waterlogging showing visible but manageable problem bridge. Photo taken morning shot with after rain. Multiple angles shown.,waterlogging,bridge,2025-09-20 06:10:09.935596
road_problems_MEDIUM_6226,road_problems,MEDIUM,5,Reporting road collapse side road. This is causing problems for residents. Please address when possible. Getting worse. Starting to people complaining. In a busy area.,Photo of road collapse showing moderate damage side road. Photo taken morning shot with after rain. Multiple angles shown.,road collapse,side road,2025-09-20 06:10:09.935596
road_problems_MEDIUM_6253,road_problems,MEDIUM,4,Problem: road collapse residential street. This is problematic and requires resolution. Ongoing issue. Starting to causing delays. Close to residential homes.,Photo of road collapse showing moderate damage residential street. Photo taken during daytime with sunny conditions. Clear visibility.,road collapse,residential street,2025-09-11 06:10:09.935596
road_problems_MEDIUM_7151,road_problems,MEDIUM,4,There's a potholes side road that needs attention. It's needs attention and should be fixed this week. Ongoing issue. Starting to affecting traffic. Close to residential homes.,Photo of potholes showing some inconvenience to traffic side road. Photo taken afternoon lighting with after rain. Close-up detail visible.,potholes,side road,2025-09-25 06:10:09.935596
road_problems_MEDIUM_3293,road_problems,MEDIUM,5,There's a waterlogging main road that needs attention. It's problem and should be fixed at earliest. Noticed last week. Starting to causing delays. Near the main entrance.,Photo of waterlogging showing some inconvenience to traffic main road. Photo taken morning shot with overcast sky. Clear visibility.,waterlogging,main road,2025-09-23 06:10:09.935596
road_problems_MEDIUM_1763,road_problems,MEDIUM,5,I would like to report reporting uneven surface residential street. this is causing problems for residents. please address when possible. been like this for a few days. starting to affecting traffic. close to residential homes.,Photo of uneven surface showing visible but manageable problem residential street. Photo taken morning shot with sunny conditions. Good image quality.,uneven surface,residential street,2025-09-14 06:10:09.935596
road_problems_MEDIUM_8534,road_problems,MEDIUM,5,Reporting potholes intersection. This is causing problems for residents. Please address when possible. Getting worse. Starting to causing delays. Visible from the road.,Photo of potholes showing visible but manageable problem intersection. Photo taken morning shot with overcast sky. Multiple angles shown.,potholes,intersection,2025-09-20 06:10:09.935596
road_problems_MEDIUM_8143,road_problems,MEDIUM,4,Reporting potholes intersection. This is causing inconvenience for residents. Please address when possible. Getting worse. Starting to getting media attention. In a busy area.,Photo of potholes showing some inconvenience to traffic intersection. Photo taken afternoon lighting with overcast sky. Multiple angles shown.,potholes,intersection,2025-08-30 06:10:09.935596
road_problems_MEDIUM_6695,road_problems,MEDIUM,7,There's a uneven surface bridge that needs attention. It's needs attention and should be fixed at earliest. Ongoing issue. Starting to getting media attention. Near the main entrance.,Photo of uneven surface showing visible but manageable problem bridge. Photo taken morning shot with sunny conditions. Multiple angles shown.,uneven surface,bridge,2025-09-20 06:10:09.935596
road_problems_MEDIUM_4475,road_problems,MEDIUM,7,Reporting waterlogging intersection. This is causing problems for residents. Please address when possible. Getting worse. Starting to people complaining. In a busy area.,Photo of waterlogging showing visible but manageable problem intersection. Photo taken in the evening with clear weather. Close-up detail visible.,waterlogging,intersection,2025-09-09 06:10:09.935596
road_problems_MEDIUM_6277,road_problems,MEDIUM,5,"Issue with broken roads intersection. While not emergency, it needs proper attention this week. Been like this for a few days. Starting to causing delays. In a busy area.",Photo of broken roads showing moderate damage intersection. Photo taken in the evening with after rain. Good image quality.,broken roads,intersection,2025-09-17 06:10:09.935596
road_problems_MEDIUM_7138,road_problems,MEDIUM,7,Reporting uneven surface residential street. This is causing difficulties for residents. Please address when possible. Been like this for a few days. Starting to affecting traffic. Visible from the road.,Photo of uneven surface showing visible but manageable problem residential street. Photo taken afternoon lighting with sunny conditions. Multiple angles shown.,uneven surface,residential street,2025-09-10 06:10:09.935596
